752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
752,241
750,241
747,240
744,239
741,238
731,236
726,236
720,235
709,233
703,233
696,233
680,232
670,232
660,232
637,232
625,232
606,232
599,233
592,233
581,234
575,234
570,234
556,237
549,238
540,239
520,241
509,243
497,244
473,248
463,250
438,254
427,255
418,258
398,263
388,267
379,271
363,280
356,289
350,296
343,314
342,323
341,332
340,350
340,360
344,379
348,388
351,397
362,417
369,429
379,442
399,465
411,475
423,486
450,505
466,514
481,523
515,539
532,545
569,557
588,561
606,564
642,568
660,570
679,572
717,577
736,577
769,577
782,575
798,572
829,564
843,558
859,550
887,532
900,522
926,498
939,486
950,475
972,452
981,441
989,432
1009,409
1017,399
1025,387
1036,368
1039,361
1044,345
1046,338
1047,331
1045,316
1042,307
1035,298
1015,278
1000,267
989,255
957,239
942,232
930,227
905,220
890,216
859,207
844,205
829,203
803,202
792,201
769,200
760,200
752,200
746,200
735,200
729,202
725,202
715,203
710,204
706,205
698,206
692,206
687,207
676,207
670,208
660,208
657,208
656,208
655,208
655,208
655,208
655,208
655,208
655,208
655,208
655,208 Button.left
655,207
655,207
655,207
655,207
655,207
655,207
655,207
655,207
655,207
655,207
656,207
657,209
659,211
660,212
661,213
662,214
663,215
664,216
665,216
665,218
665,219
669,224
671,227
675,233
677,239
681,241
686,249
688,252
690,257
692,263
693,266
694,272
694,275
694,277
694,282
694,284
694,286
694,289
694,289 Button.left
694,289
694,289
694,289
694,289
694,289
694,289
694,289
694,289
694,291
694,294
694,297
694,308
694,313
694,321
694,340
694,350
694,360
692,380
690,390
688,407
687,414
686,422
684,435
684,441
684,445
684,449
684,449
684,449
684,449 Button.left
684,449
684,449
684,449
684,449
684,449
684,449
684,449
684,449
684,449
684,449
684,449
684,451
684,453
684,456
684,461
686,463
688,469
690,472
691,476
694,481
696,484
698,487
701,495
702,498
704,500
707,508
710,513
715,520
717,522
720,526
725,530
729,532
733,534
743,535
745,535
753,531
757,527
762,524
768,517
772,513
776,509
781,502
783,499
785,497
788,495
788,494
788,494
788,494
788,494
788,494
788,494
788,494
790,496
792,497
793,497
795,498
796,499
798,501
802,503
805,504
807,505
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506 Button.left
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
808,506
806,500
804,496
799,487
796,482
792,475
780,460
775,453
767,446
754,431
746,425
737,419
722,405
715,398
704,385
700,380
696,375
693,371
688,363
687,358
685,354
681,346
680,342
678,333
677,330
676,326
675,323
673,315
673,314
670,306
669,302
668,299
666,294
665,291
664,290
664,287
664,285
664,284
664,282
664,281
664,280
664,278
664,278
664,277
664,277
664,277
664,276
664,276
664,275
666,275
666,275
667,275
668,274
668,274
668,273
669,272
669,272
669,272
669,272
670,272
671,272
672,271
672,271
673,270
674,270
674,270
675,269
676,268
676,268
677,268
678,267
679,266
680,266
680,266
683,264
684,264
685,263
689,261
691,260
694,259
695,258
696,257
700,257
701,256
702,256
705,255
707,254
709,253
711,253
711,253
712,252
713,252
714,252
715,251
716,251
717,251
720,251
722,250
724,249
725,249
726,249
726,249
726,249
726,248
726,248
726,248
726,248
726,248
726,248
726,248
726,248
726,248
724,248
724,248
723,248
721,248
720,248
718,248
714,248
713,248
712,249
711,249
710,249
710,249
709,250
708,250
707,251
704,253
702,254
700,255
695,259
693,261
689,264
687,266
684,268
679,270
677,272
675,272
671,273
668,273
666,274
666,274
665,274
665,274
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,273
665,274
665,274
665,274
665,274
664,276
664,276
664,276
663,278
663,280
663,281
661,284
661,285
660,287
660,287
660,288
659,288
659,288
